ID,focus,focus ID,adj idx,det idx,before,before gender,deprel,number,dep tree size,after,focus ID after,after gender
4125,diputado,21,20,19,""" Hay un momento en que las cosas las tienen que hacer las grandes fuerzas políticas "" , indicó el ex diputado . ",Masc,nsubj,Sing,4,""" Hay un momento en que las cosas las tienen que hacer las grandes fuerzas políticas "" , indicó la ex diputada . ",21,Fem
4130,ministro,12,-1,11,"En una entrevista que publica hoy El Periódico de Cataluña , el ministro afirma , en referencia a la estrategia del Gobierno socialista frente a las empresas públicas , que "" vendían monopolios sin ni siquiera solicitar el informe preceptivo de Defensa de la Competencia "" . ",Masc,nsubj,Sing,3,"En una entrevista que publica hoy El Periódico de Cataluña , la ministra afirma , en referencia a la estrategia del Gobierno socialista frente a las empresas públicas , que "" vendían monopolios sin ni siquiera solicitar el informe preceptivo de Defensa de la Competencia "" . ",12,Fem
4132,vicepresidente,1,2,0,"El vicepresidente segundo niega que el asunto de las "" stock options "" de Telefónica perjudique electoralmente al PP al precisar que "" todos los sondeos indican que hemos aumentado nuestra diferencia en intención de voto en diciembre , cuando se debatió eso "" . ",Masc,nsubj,Sing,4,"La vicepresidenta segunda niega que el asunto de las "" stock options "" de Telefónica perjudique electoralmente al PP al precisar que "" todos los sondeos indican que hemos aumentado nuestra diferencia en intención de voto en diciembre , cuando se debatió eso "" . ",1,Fem
4144,ministro,1,2,0,"El ministro cubano afirmó que "" los familiares reclaman justicia "" y que "" la comunidad internacional aprecia que existen todas las pruebas para juzgar a estos asesinos de personas civiles inocentes "" . ",Masc,nsubj,Sing,4,"La ministra cubana afirmó que "" los familiares reclaman justicia "" y que "" la comunidad internacional aprecia que existen todas las pruebas para juzgar a estos asesinos de personas civiles inocentes "" . ",1,Fem
4182,ciudadano,4,14,-1,"Un total de 26 ciudadanos cubanos , llegados en la última semana a Madrid procedentes de La Habana , permanecen en dependencias policiales del aeropuerto de Barajas tras solicitar asilo político , informaron hoy a EFE fuentes oficiales . ",Masc,nsubj,Plur,20,"Un total de 26 ciudadanas cubanas , llegadas en la última semana a Madrid procedentes de La Habana , permanecen en dependencias policiales del aeropuerto de Barajas tras solicitar asilo político , informaron hoy a EFE fuentes oficiales . ",4,Fem
4183,ciudadano,3,4,2,"Cuatro de estos ciudadanos cubanos llegaron a Madrid el pasado día 27 de junio y su solicitud de asilo fue denegada , por lo que presentaron un recurso ante el Juzgado de lo Contencioso Administrativo de la Audiencia Nacional que fue admitido hoy a trámite . ",Masc,nmod,Plur,5,"Cuatro de estas ciudadanas cubanas llegaron a Madrid el pasado día 27 de junio y su solicitud de asilo fue denegada , por lo que presentaron un recurso ante el Juzgado de lo Contencioso Administrativo de la Audiencia Nacional que fue admitido hoy a trámite . ",3,Fem
4188,ciudadano,6,7,5,"Las fuentes señalaron que cuando un ciudadano extranjero solicita asilo político en Barajas se comunica esta petición a la Subdirección General de Asilo , dependiente del Ministerio del Interior , para iniciar los trámites administrativos pertinentes . ",Masc,nsubj,Sing,4,"Las fuentes señalaron que cuando una ciudadana extranjera solicita asilo político en Barajas se comunica esta petición a la Subdirección General de Asilo , dependiente del Ministerio del Interior , para iniciar los trámites administrativos pertinentes . ",6,Fem
4189,funcionario,5,-1,4,"En ese momento , los funcionarios de asilo empiezan el estudio del expediente del solicitante y en un período de tres días adoptan una resolución , que puede ser tanto la admisión a trámite de la petición de asilo político como su denegación . ",Masc,nsubj,Plur,5,"En ese momento , las funcionarias de asilo empiezan el estudio del expediente del solicitante y en un período de tres días adoptan una resolución , que puede ser tanto la admisión a trámite de la petición de asilo político como su denegación . ",5,Fem
4191,funcionario,5,-1,4,"Agotado este plazo , los funcionarios de asilo comunican su decisión y , si la admisión a trámite de la petición de asilo es denegada de nuevo , se aplica la Ley de Extranjería , lo que puede llevar al retorno del solicitante a su país de origen o a su entrada en España por razones humanitarias . ",Masc,nsubj,Plur,5,"Agotado este plazo , las funcionarias de asilo comunican su decisión y , si la admisión a trámite de la petición de asilo es denegada de nuevo , se aplica la Ley de Extranjería , lo que puede llevar al retorno del solicitante a su país de origen o a su entrada en España por razones humanitarias . ",5,Fem
4199,jugador,7,-1,6,"El técnico barcelonista ha asegurado que sus jugadores viajarán a Bélgica con el ánimo de "" revancha "" , después de haber quedado apeados de la Liga de Campeones . ",Masc,nsubj,Plur,3,"El técnico barcelonista ha asegurado que sus jugadoras viajarán a Bélgica con el ánimo de "" revancha "" , después de haber quedado apeados de la Liga de Campeones . ",7,Fem
4203,jugador,5,-1,4,""" Es normal que los jugadores reclamen una parcela de superioridad "" , ha añadido Serra Ferrer , en alusión a unas declaraciones del barcelonista Alfonso Pérez , quien ha asegurado que si el Barcelona funciona , no hay quien lo pare . ",Masc,nsubj,Plur,3,""" Es normal que las jugadoras reclamen una parcela de superioridad "" , ha añadido Serra Ferrer , en alusión a unas declaraciones del barcelonista Alfonso Pérez , quien ha asegurado que si el Barcelona funciona , no hay quien lo pare . ",5,Fem
4210,candidato,25,-1,24,"Fujimori ha rechazado un aplazamiento de la fecha de los próximos comicios al afirmar que no le corresponde tomar esa determinación a ninguno de los candidatos , ni a los observadores , sino al JNE . ",Masc,nmod,Plur,4,"Fujimori ha rechazado un aplazamiento de la fecha de los próximos comicios al afirmar que no le corresponde tomar esa determinación a ninguno de las candidatas , ni a los observadores , sino al JNE . ",25,Fem
4210,observador,30,-1,29,"Fujimori ha rechazado un aplazamiento de la fecha de los próximos comicios al afirmar que no le corresponde tomar esa determinación a ninguno de los candidatos , ni a los observadores , sino al JNE . ",Masc,conj,Plur,6,"Fujimori ha rechazado un aplazamiento de la fecha de los próximos comicios al afirmar que no le corresponde tomar esa determinación a ninguno de los candidatos , ni a las observadoras , sino al JNE . ",30,Fem
4211,ciudadano,31,32,30,"El secretario general del PSPV-PSOE , Joan Ignasi Pla , dijo hoy que el presidente de la Generalitat Valenciana , Eduardo Zaplana , pretende "" quedar bien y aparentar ante los ciudadanos valencianos "" en el Plan Hidrológico Nacional ( PHN ) , a la vez que "" intenta enfrentar a unas Comunidades con otras "" . ",Masc,obl,Plur,5,"El secretario general del PSPV-PSOE , Joan Ignasi Pla , dijo hoy que el presidente de la Generalitat Valenciana , Eduardo Zaplana , pretende "" quedar bien y aparentar ante las ciudadanas valencianas "" en el Plan Hidrológico Nacional ( PHN ) , a la vez que "" intenta enfrentar a unas Comunidades con otras "" . ",31,Fem
4219,ganador,61,-1,60,"Morales , de 23 años , logró mantener su invicto como campeón del Consejo Mundial de Boxeo ( CMB ) en la última pelea que realizó dentro de los supergallos , pero Barrera , de 26 años , aunque perdió su corona de la Organización Mundial ( OMB ) , hizo tantos méritos o más que su rival para ser el ganador . ",Masc,advcl,Sing,5,"Morales , de 23 años , logró mantener su invicto como campeón del Consejo Mundial de Boxeo ( CMB ) en la última pelea que realizó dentro de los supergallos , pero Barrera , de 26 años , aunque perdió su corona de la Organización Mundial ( OMB ) , hizo tantos méritos o más que su rival para ser la ganadora . ",61,Fem
4220,ganador,21,-1,-1,"Pero dos de los tres jueces encargados de decidir la pelea vieron a Morales , 10 defensas del título victoriosas , ganador sobre el cuadrilátero del Hotel Mandalay Bay de Las Vegas ( Nevada ) . ",Masc,obj,Sing,15,"Pero dos de los tres jueces encargados de decidir la pelea vieron a Morales , 10 defensas del título victoriosas , ganadora sobre el cuadrilátero del Hotel Mandalay Bay de Las Vegas ( Nevada ) . ",21,Fem
4223,aficionado,2,-1,1,""" Los aficionados necesitaban y querían ver una gran pelea como la que les hemos ofrecido esta noche "" , declaró Morales . ",Masc,nsubj,Plur,3,""" Las aficionadas necesitaban y querían ver una gran pelea como la que les hemos ofrecido esta noche "" , declaró Morales . ",2,Fem
4228,ganador,14,-1,-1,"El juez Duane Ford con una puntuación de 114-113 fue el único que vio ganador a Barrera , mientras que Carol Castellano favoreció 114-113 a Morales y Dalby Shirley lo hizo con 115-112 , a pesar que le dieron como perdedor 8-10 en el último asalto . ",Masc,obj,Sing,2,"El juez Duane Ford con una puntuación de 114-113 fue el único que vio ganadora a Barrera , mientras que Carol Castellano favoreció 114-113 a Morales y Dalby Shirley lo hizo con 115-112 , a pesar que le dieron como perdedor 8-10 en el último asalto . ",14,Fem
4240,candidato,45,-1,44,"El secretario general del CDC , Pere Esteve , ha asegurado hoy que no se presentará a la reelección en el cargo , porque cree que el que ocupa debe ser "" para el número dos "" ( del partido ) y apostilló que su candidato es Artur Mas . ",Masc,nsubj,Sing,3,"El secretario general del CDC , Pere Esteve , ha asegurado hoy que no se presentará a la reelección en el cargo , porque cree que el que ocupa debe ser "" para el número dos "" ( del partido ) y apostilló que su candidata es Artur Mas . ",45,Fem
4241,ejecutiva,14,-1,13,"El secretario general de CDC , Pere Esteve , ha anunciado hoy a la ejecutiva y al consejo nacional de su partido que no optará a la reelección para que Artur Mas asuma esa responsabilidad y sea el número dos de CDC , tras Jordi Pujol , lo que le situaría como líder del partido en el futuro . ",Fem,iobj,Sing,11,"El secretario general de CDC , Pere Esteve , ha anunciado hoy al ejecutivo y al consejo nacional de su partido que no optará a la reelección para que Artur Mas asuma esa responsabilidad y sea el número dos de CDC , tras Jordi Pujol , lo que le situaría como líder del partido en el futuro . ",13,Masc
4243,secretario,15,16,14,"El anuncio de Esteve ha cogido por sorpresa al conjunto del partido , aunque el secretario general ha indicado que esta decisión se la comunicó hace un mes a Jordi Pujol y hace diez días al propio Mas : "" La decisión la tenía pensada cuando presenté mi candidatura al parlamento europeo "" . ",Masc,nsubj,Sing,4,"El anuncio de Esteve ha cogido por sorpresa al conjunto del partido , aunque la secretaria general ha indicado que esta decisión se la comunicó hace un mes a Jordi Pujol y hace diez días al propio Mas : "" La decisión la tenía pensada cuando presenté mi candidatura al parlamento europeo "" . ",15,Fem
4256,interlocutor,13,-1,12,El Ministerio del Medio Ambiente dará apoyo logístico y técnico y será el interlocutor ante las entidades del SINA para medir las necesidades de información . ,Masc,conj,Sing,16,El Ministerio del Medio Ambiente dará apoyo logístico y técnico y será la interlocutora ante las entidades del SINA para medir las necesidades de información . ,13,Fem
4288,campeón,16,18,-1,"La decisión de Trinidad , que fue comunicada de manera oficial al CMB , deja al campeón invicto puertorriqueño con sólo la corona del peso superwélter de la Asociación Mundial de Boxeo ( AMB ) , que ganó hace dos semanas con su triunfo frente al estadounidense David Reid . ",Masc,obj,Sing,5,"La decisión de Trinidad , que fue comunicada de manera oficial al CMB , deja a la campeóna invicta puertorriqueña con sólo la corona del peso superwélter de la Asociación Mundial de Boxeo ( AMB ) , que ganó hace dos semanas con su triunfo frente al estadounidense David Reid . ",17,Fem
4290,campeón,15,-1,14,De inmediato el CMB reconoció también de manera oficial a De La Hoya como el campeón del peso wélter al ser el ganador de la pelea de selección de máximo aspirante que el mismo organismo había ordenado con su compatriota Derrell Coley como duelo eliminatorio . ,Masc,obj,Sing,7,De inmediato el CMB reconoció también de manera oficial a De La Hoya como la campeóna del peso wélter al ser el ganador de la pelea de selección de máximo aspirante que el mismo organismo había ordenado con su compatriota Derrell Coley como duelo eliminatorio . ,15,Fem
4290,ganador,22,-1,21,De inmediato el CMB reconoció también de manera oficial a De La Hoya como el campeón del peso wélter al ser el ganador de la pelea de selección de máximo aspirante que el mismo organismo había ordenado con su compatriota Derrell Coley como duelo eliminatorio . ,Masc,advcl,Sing,27,De inmediato el CMB reconoció también de manera oficial a De La Hoya como el campeón del peso wélter a la ser la ganadora de la pelea de selección de máximo aspirante que el mismo organismo había ordenado con su compatriota Derrell Coley como duelo eliminatorio . ,23,Fem
4305,jugador,33,-1,32,"En un vibrante partido , jugado en el estadio Santa Laura de Santiago , ante unas 4.000 personas , el equipo de los "" diablos rojos "" , supo sacar provecho de sus jugadores de medio campo y línea delantera , en la que destacó Julio Gutiérrez y Rodrigo Valenzuela . ",Masc,obl,Plur,20,"En un vibrante partido , jugado en el estadio Santa Laura de Santiago , ante unas 4.000 personas , el equipo de los "" diablos rojos "" , supo sacar provecho de sus jugadoras de medio campo y línea delantera , en la que destacó Julio Gutiérrez y Rodrigo Valenzuela . ",33,Fem
4317,compañero,1,-1,0,"Los compañeros se solidarizaron con él , se negaron a entrenar el pasado jueves y culparon de lo ocurrido a los directivos del cuadro universitario , problemas que con toda seguridad influyeron en el magro resultado de hoy , domingo . ",Masc,nsubj,Plur,3,"Las compañeras se solidarizaron con él , se negaron a entrenar el pasado jueves y culparon de lo ocurrido a los directivos del cuadro universitario , problemas que con toda seguridad influyeron en el magro resultado de hoy , domingo . ",1,Fem
4317,directivo,21,-1,20,"Los compañeros se solidarizaron con él , se negaron a entrenar el pasado jueves y culparon de lo ocurrido a los directivos del cuadro universitario , problemas que con toda seguridad influyeron en el magro resultado de hoy , domingo . ",Masc,obj,Plur,7,"Los compañeros se solidarizaron con él , se negaron a entrenar el pasado jueves y culparon de lo ocurrido a las directivas del cuadro universitario , problemas que con toda seguridad influyeron en el magro resultado de hoy , domingo . ",21,Fem
4321,jugador,20,-1,19,"La derrota del cuadro minero dejó bastante preocupado a su entrenador Arturo Salah , ya que el próximo martes sus jugadores deberán enfrentar a los del Bella Vista , de Uruguay , por la Copa Libertadores . ",Masc,nsubj,Plur,3,"La derrota del cuadro minero dejó bastante preocupado a su entrenador Arturo Salah , ya que el próximo martes sus jugadoras deberán enfrentar a los del Bella Vista , de Uruguay , por la Copa Libertadores . ",20,Fem
4343,seguidor,2,-1,1,"Mientras sus seguidores coreaban su nombre , el senador , acompañado de su esposa Cindy y de sus hijos , recordaba que la vida le ha dado unos cuantos golpes , en referencia a su carrera militar y a los años en que fue prisionero de guerra después de que su avión se estrellara en la guerra de Vietnam . ",Masc,nsubj,Plur,3,"Mientras sus seguidoras coreaban su nombre , el senador , acompañado de su esposa Cindy y de sus hijos , recordaba que la vida le ha dado unos cuantos golpes , en referencia a su carrera militar y a los años en que fue prisionero de guerra después de que su avión se estrellara en la guerra de Vietnam . ",2,Fem
4377,ministro,1,2,0,"El ministro venezolano rechazó , en una rueda de prensa , que se maneje cualquier problema relacionado con derechos humanos "" en base a conveniencias políticas o a relaciones bilaterales "" , y aseguró que su país se opondrá a la iniciativa de algunos países de evaluar unilateralmente el cumplimiento de las normativas de derechos humanos . ",Masc,nsubj,Sing,4,"La ministra venezolana rechazó , en una rueda de prensa , que se maneje cualquier problema relacionado con derechos humanos "" en base a conveniencias políticas o a relaciones bilaterales "" , y aseguró que su país se opondrá a la iniciativa de algunos países de evaluar unilateralmente el cumplimiento de las normativas de derechos humanos . ",1,Fem
4392,ejecutiva,38,-1,37,"El sitio , que lleva seis meses en el mercado y está presente en siete países iberoamericanos , fue diseñado para agilizar de manera virtual las operaciones que requiere el turista para planificar sus viajes , indicó la ejecutiva . ",Fem,nsubj,Sing,3,"El sitio , que lleva seis meses en el mercado y está presente en siete países iberoamericanos , fue diseñado para agilizar de manera virtual las operaciones que requiere el turista para planificar sus viajes , indicó el ejecutivo . ",38,Masc
4395,usuario,7,-1,-1,Actualmente el portal tiene más de 120.000 usuarios registrados y diariamente recibe solicitudes de más de 4.000 presupuestos para viajes . ,Masc,obj,Plur,5,Actualmente el portal tiene más de 120.000 usuarias registrados y diariamente recibe solicitudes de más de 4.000 presupuestos para viajes . ,7,Fem
4450,jugador,12,11,-1,"Miloc dijo que por el momento no sabe si convocará a nuevos jugadores para los próximos partidos , ya que a su criterio , los que están han actuado bien en anteriores juegos . ",Masc,obj,Plur,4,"Miloc dijo que por el momento no sabe si convocará a nuevas jugadoras para los próximos partidos , ya que a su criterio , los que están han actuado bien en anteriores juegos . ",12,Fem
4520,empleado,41,-1,40,La exención vigente más importante es la que se aplica sobre el 30 por ciento de los salarios de los trabajadores y sobre el cien por ciento de las prestaciones sociales y su abolición implicaría poner a tributar a todos los empleados . ,Masc,obj,Plur,5,La exención vigente más importante es la que se aplica sobre el 30 por ciento de los salarios de los trabajadores y sobre el cien por ciento de las prestaciones sociales y su abolición implicaría poner a tributar a todos las empleadas . ,41,Fem
4528,cocinera,28,29,-1,"Según Lomelí , los fabricantes gastan millones de dólares en publicidad para convencer a las amas de casa de que sus productos concentrados las convertirán en "" expertas cocineras dominadoras del arte del buen sazón "" . ",Fem,iobj,Plur,12,"Según Lomelí , los fabricantes gastan millones de dólares en publicidad para convencer a las amas de casa de que sus productos concentrados las convertirán en "" expertos cocineros dominadores del arte del buen sazón "" . ",28,Masc
4535,secretario,55,56,54,"Según el reglamento para primarias aprobado por el Comité Federal del PSOE , las candidaturas han de contar con el siete por ciento del censo de militantes , que en Galicia debían ser 1.780 , y por el quince por ciento de los miembros del Comité Nacional ( 41 ) , por lo que el secretario general sobrepasó con creces estas condiciones . ",Masc,nsubj,Sing,4,"Según el reglamento para primarias aprobado por el Comité Federal del PSOE , las candidaturas han de contar con el siete por ciento del censo de militantes , que en Galicia debían ser 1.780 , y por el quince por ciento de los miembros del Comité Nacional ( 41 ) , por lo que la secretaria general sobrepasó con creces estas condiciones . ",55,Fem
4537,secretario,6,7,5,"Por eso , consideró que el secretario general ha sido suficientemente apoyado , ya que , del censo a considerar , ha logrado más de la mitad de los apoyos . ",Masc,nsubj,Sing,4,"Por eso , consideró que la secretaria general ha sido suficientemente apoyado , ya que , del censo a considerar , ha logrado más de la mitad de los apoyos . ",6,Fem
4538,presidenta,5,-1,4,"Sobre este asunto , la presidenta de este organismo y diputada autonómica apuntó , como opinión personal , que es partidaria de que se depurase el censo de militantes , para conocer de una forma más exhaustiva cuál es el verdadero apoyo de las bases en procesos como éste . ",Fem,nsubj,Sing,9,"Sobre este asunto , el presidente de este organismo y diputada autonómica apuntó , como opinión personal , que es partidaria de que se depurase el censo de militantes , para conocer de una forma más exhaustiva cuál es el verdadero apoyo de las bases en procesos como éste . ",5,Masc
4557,aficionado,12,-1,-1,"A primera hora de la mañana ya estaban en el recinto 30.500 aficionados "" . ",Masc,nsubj,Plur,3,"A primera hora de la mañana ya estaban en el recinto 30.500 aficionadas "" . ",12,Fem
4569,campeón,8,9,7,"Así competir te motiva "" , aseguró el campeón español . ",Masc,nsubj,Sing,4,"Así competir te motiva "" , aseguró la campeóna español . ",8,Fem
4576,empleado,8,-1,-1,"Es decir , las empresas debían incluir cinco empleados de raza negra por cada uno de raza blanca , mestizo o indio , además de dar gran atención al empleo de mujeres y minusválidos , mediante cupos establecidos . ",Masc,obj,Plur,16,"Es decir , las empresas debían incluir cinco empleadas de raza negra por cada una de raza blanca , mestizo o indio , además de dar gran atención al empleo de mujeres y minusválidos , mediante cupos establecidos . ",8,Fem
4600,extranjero,12,-1,11,""" No admito que se acuse al FPOE de azuzar contra los extranjeros . ",Masc,obl,Plur,4,""" No admito que se acuse al FPOE de azuzar contra las extranjeras . ",12,Fem
4634,empresario,46,-1,45,""" No estamos en la época en la que para que los empresarios tomaran acuerdos o decidieran fusiones o adquisiciones se pasaba por el poder político y a veces , incluso , por la financiación del PSOE , sino que ahora las decisiones las toman los empresarios cuando y como les parece , pero están sometidas a las reglas de la competencia como el resto de los ciudadanos "" , advirtió Rato . ",Masc,nsubj,Plur,3,""" No estamos en la época en la que para que los empresarios tomaran acuerdos o decidieran fusiones o adquisiciones se pasaba por el poder político y a veces , incluso , por la financiación del PSOE , sino que ahora las decisiones las toman las empresarias cuando y como les parece , pero están sometidas a las reglas de la competencia como el resto de los ciudadanos "" , advirtió Rato . ",46,Fem
4634,ciudadano,67,-1,-1,""" No estamos en la época en la que para que los empresarios tomaran acuerdos o decidieran fusiones o adquisiciones se pasaba por el poder político y a veces , incluso , por la financiación del PSOE , sino que ahora las decisiones las toman los empresarios cuando y como les parece , pero están sometidas a las reglas de la competencia como el resto de los ciudadanos "" , advirtió Rato . ",Masc,obj,Plur,7,""" No estamos en la época en la que para que los empresarios tomaran acuerdos o decidieran fusiones o adquisiciones se pasaba por el poder político y a veces , incluso , por la financiación del PSOE , sino que ahora las decisiones las toman los empresarios cuando y como les parece , pero están sometidas a las reglas de la competencia como el resto de los ciudadanas "" , advirtió Rato . ",67,Fem
4650,candidato,33,34,32,"Los conservadores islámicos no tendrán ningún representante por Teherán en el futuro Parlamento de Irán , al haber copado los reformistas del régimen 27 de los 30 escaños en liza , mientras los candidatos independientes obtenían los tres restantes , según fuentes oficiales . ",Masc,nsubj,Plur,4,"Los conservadores islámicos no tendrán ningún representante por Teherán en el futuro Parlamento de Irán , al haber copado los reformistas del régimen 27 de los 30 escaños en liza , mientras las candidatas independientes obtenían los tres restantes , según fuentes oficiales . ",33,Fem
4652,candidato,16,18,-1,"Rafsanyani , que aspiraba a ser el próximo presidente de la Cámara , se presentó como candidato "" pragmático "" de consenso entre las dos facciones del régimen islámico . ",Masc,obj,Sing,15,"Rafsanyani , que aspiraba a ser el próximo presidente de la Cámara , se presentó como candidata "" pragmática "" de consenso entre las dos facciones del régimen islámico . ",16,Fem
4671,candidato,25,-1,24,"Aunque consideró que Bono y Rodríguez Zapatero hubieran sido , en cualquier caso , los finalistas , reiteró que "" con posibilidad de acuerdos ningún candidato hubiera quedado desairado "" , pero destacó que los socialistas dieron un ejemplo de "" inteligencia política "" al usar el voto útil . ",Masc,nsubj,Sing,3,"Aunque consideró que Bono y Rodríguez Zapatero hubieran sido , en cualquier caso , los finalistas , reiteró que "" con posibilidad de acuerdos ninguna candidata hubiera quedado desairado "" , pero destacó que los socialistas dieron un ejemplo de "" inteligencia política "" al usar el voto útil . ",25,Fem
4673,ciudadano,10,-1,9,"Además consideró que era "" absolutamente necesario "" que los ciudadanos visualizaran dicho cambio y recordó que tras las elecciones generales , ya se mostró partidario de la "" renovación de los renovadores "" , que , a su juicio , es lo que se ha producido en el congreso . ",Masc,nsubj,Plur,3,"Además consideró que era "" absolutamente necesario "" que las ciudadanas visualizaran dicho cambio y recordó que tras las elecciones generales , ya se mostró partidario de la "" renovación de los renovadores "" , que , a su juicio , es lo que se ha producido en el congreso . ",10,Fem
4700,jugador,7,-1,6,""" Siempre he confiado plenamente en los jugadores y ahora más que nunca "" , agregó . ",Masc,obj,Plur,4,""" Siempre he confiado plenamente en las jugadoras y ahora más que nunca "" , agregó . ",7,Fem
4704,jugador,16,-1,15,"Mientras , Torre asegura que necesitan ganar algún partido más , pero también defiende a sus jugadores cuando asegura que están trabajando al máximo , aunque no lleguen los triunfos y la pérdida de imagen haya sido completa . ",Masc,obj,Plur,4,"Mientras , Torre asegura que necesitan ganar algún partido más , pero también defiende a sus jugadoras cuando asegura que están trabajando al máximo , aunque no lleguen los triunfos y la pérdida de imagen haya sido completa . ",16,Fem
4712,ciudadano,1,2,-1,"Además ciudadanos ecuatorianos , en Panamá encabezan las estadísticas de deportaciones personas de nacionalidad colombiana , dominicana y peruana ",Masc,nsubj,Plur,3,"Además ciudadanas ecuatorianas , en Panamá encabezan las estadísticas de deportaciones personas de nacionalidad colombiana , dominicana y peruana ",1,Fem
4722,ministro,1,-1,-1,"Ambos ministros dijeron que la conversación fue "" muy franca "" , y Pérez Roque pareció dar a entender una solución de principio al asegurar que la reunión fue "" útil para Cuba "" . ",Masc,nsubj,Plur,3,"Ambos ministras dijeron que la conversación fue "" muy franca "" , y Pérez Roque pareció dar a entender una solución de principio al asegurar que la reunión fue "" útil para Cuba "" . ",1,Fem
4730,empresario,16,15,14,"El Banco Solidario de Ecuador , brindará crédito inmediato y otras facilidades financieras a los pequeños empresarios a través del programa denominado "" la chauchera "" , una especie de tarjeta de crédito que da valor a las personas "" por lo que son y no por lo que tienen "" . ",Masc,obj,Plur,5,"El Banco Solidario de Ecuador , brindará crédito inmediato y otras facilidades financieras a las pequeñas empresarias a través del programa denominado "" la chauchera "" , una especie de tarjeta de crédito que da valor a las personas "" por lo que son y no por lo que tienen "" . ",16,Fem
4733,empresario,23,22,21,"Con la "" chauchera "" , nombre popular con el que se conoce al monedero en algunos sectores de Ecuador , el pequeño empresario podrá adquirir , mediante una línea de crédito directo que otorga el Banco Solidario a través de una cuenta y sobre giro contratado , la materia prima que requiere para su negocio . ",Masc,nsubj,Sing,4,"Con la "" chauchera "" , nombre popular con el que se conoce al monedero en algunos sectores de Ecuador , la pequeña empresaria podrá adquirir , mediante una línea de crédito directo que otorga el Banco Solidario a través de una cuenta y sobre giro contratado , la materia prima que requiere para su negocio . ",23,Fem
4739,presidente,1,2,0,"El presidente ejecutivo explicó que representantes del banco irán al campo y preguntarán al tendero y arrendatario cómo paga las cuentas el solicitante del préstamo y "" al cura ( sacerdote ) cómo se comporta "" . ",Masc,nsubj,Sing,4,"La presidenta ejecutiva explicó que representantes del banco irán al campo y preguntarán al tendero y arrendatario cómo paga las cuentas el solicitante del préstamo y "" al cura ( sacerdote ) cómo se comporta "" . ",1,Fem
4739,tendero,14,-1,-1,"El presidente ejecutivo explicó que representantes del banco irán al campo y preguntarán al tendero y arrendatario cómo paga las cuentas el solicitante del préstamo y "" al cura ( sacerdote ) cómo se comporta "" . ",Masc,iobj,Sing,5,"El presidente ejecutivo explicó que representantes del banco irán al campo y preguntarán a la tendera y arrendatario cómo paga las cuentas el solicitante del préstamo y "" al cura ( sacerdote ) cómo se comporta "" . ",15,Fem
4742,directivo,1,-1,0,"El directivo de la entidad financiera aseguró , además , que esta labor ya se desarrolla en las ciudades de Quito , Guayaquil , Riobamba , Ambato , Otavalo y próximamente se iniciará en Ibarra . ",Masc,nsubj,Sing,7,"La directiva de la entidad financiera aseguró , además , que esta labor ya se desarrolla en las ciudades de Quito , Guayaquil , Riobamba , Ambato , Otavalo y próximamente se iniciará en Ibarra . ",1,Fem
4745,amigo,40,-1,41,"Jauregui , en declaraciones telefónicas al informativo "" Hora Sur Tercera Edición "" de Canal Sur Radio , y recogidas por EFE , comentó que había asistido hoy a una conferencia en Beasain ( Guipúzcoa ) , y comentó que amigos suyos de esta localidad "" creen que este domingo toca "" , en alusión a un atentado de ETA , ya que "" ese ambiente está en el paisaje "" . ",Masc,nsubj,Plur,6,"Jauregui , en declaraciones telefónicas al informativo "" Hora Sur Tercera Edición "" de Canal Sur Radio , y recogidas por EFE , comentó que había asistido hoy a una conferencia en Beasain ( Guipúzcoa ) , y comentó que amigas suyos de esta localidad "" creen que este domingo toca "" , en alusión a un atentado de ETA , ya que "" ese ambiente está en el paisaje "" . ",40,Fem
4746,diputado,1,2,0,"El diputado socialista estimó , en estas declaraciones radiofónicas , que el "" desencuentro "" entre el presidente del Gobierno , José María Aznar , e Ibarrexte , "" se esperaba "" y "" viene a materializar la ruptura del PNV "" . ",Masc,nsubj,Sing,4,"La diputada socialista estimó , en estas declaraciones radiofónicas , que el "" desencuentro "" entre el presidente del Gobierno , José María Aznar , e Ibarrexte , "" se esperaba "" y "" viene a materializar la ruptura del PNV "" . ",1,Fem
4760,directiva,40,41,39,"Fuentes diplomáticas indicaron hoy , viernes , que la presidencia de turno "" presionará "" a estos dos países para que hagan posible la adopción , el próximo viernes , por los ministros de Finanzas de la UE de la directiva revisada . ",Fem,obj,Sing,5,"Fuentes diplomáticas indicaron hoy , viernes , que la presidencia de turno "" presionará "" a estos dos países para que hagan posible la adopción , el próximo viernes , por los ministros de Finanzas de la UE del directivo revisado . ",39,Masc
4766,directiva,14,-1,13,""" No veo a ninguno de esos dos países bloqueando hasta el final la directiva "" , comentó el diplomático , quien explicó que las últimas modificaciones introducidas en el borrador han satisfecho ya a otra delegación reticente , Holanda . ",Fem,obj,Sing,3,""" No veo a ninguno de esos dos países bloqueando hasta el final el directivo "" , comentó el diplomático , quien explicó que las últimas modificaciones introducidas en el borrador han satisfecho ya a otra delegación reticente , Holanda . ",14,Masc
